"id","Completed","Last page seen","Start language","Referrer URL","0000","0001","0002","0003","0004","0005 [S05A1]","0005 [S05A2]","0005 [S05A3]","0005 [S05A4]","0005 [other]","0006","0007","0008","0009 [SQ1]","0009 [SQ2]","0009 [SQ3]","0009 [SQ4]","0009 [Ax]","0009 [other]","0010","0011 [SQ001]","0011 [SQ002]","0011 [SQ003]","0011 [SQ004]","0012","0012 [other]","0013","0014 [SQ001]","0014 [SQ002]","0014 [SQ003]","0014 [SQ004]","0014 [SQ005]","0015","0016 [SQ001]","0016 [SQ002]","0016 [SQ003]","0016 [SQ004]","0016 [SQ005]","0016 [SQ006]","0017","0018","0019 [SQ001]","0019 [SQ002]","0019 [SQ003]","0020","0021 [SQ001]","0021 [SQ002]","0021 [SQ003]","0021 [SQ004]","0021 [SQ005]","0021 [SQ006]","0021 [SQ007]","0021 [SQ008]","0021 [SQ009]","0022 [SQ001]","0022 [SQ002]","0022 [SQ003]","0022 [SQ004]","0022 [SQ005]","0022 [SQ006]","0022 [SQ007]","0022 [SQ008]","0022 [SQ009]","0023"
"26","","4","en","","Greece","Male","38","Year 5","No","No","Yes","No","No","","Cognitive analytic therapy","Yes","Yes","No","Yes","No","No","No","Cognitive analytic therapy","","Yes","Uncertain","Yes","Uncertain","Unsure","","None","0","0","0","0","0","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"27","","2","en","","Greece","Male","40","Year 4","Yes","No","No","No","Yes","","cbt,familly","Yes","Yes","No","No","No","No","No","schema","","","","","","Yes","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"28","","0","en","","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"29","2013-09-04 09:52:32","7","en","","Greece","Male","36","Year 4","No","No","Yes","No","No","","CBT","Yes","Yes","No","Yes","Yes","No","No","","","No","No","No","No","Yes","","Psychodynamic Psychotherapy, Counselling,Group Psychotherapy, Therapeutic Community,Family and Systemic Therapy","1","0","6","0","0","","I pay","I pay","I pay","I don't have it","I don't have it","I don't have it","Yes","5","Strongly Disagree","Agree","Strongly Disagree","","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes",""
"30","","3","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=3e93fb69ae9jcy7","Greece","Female","37","Year 5","No","No","Yes","No","No","","Cognitive behavioural therapy","Yes","Yes","No","Yes","No","Yes","No","","Psychotherapy is of such great importance as is medical therapy.It is a shame that in Greece it's just optional for a psychiatrist's training.","No","No","No","No","Unsure","","None","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"31","2013-09-06 18:52:01","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=isdrtf6cxsgae7u","Greece","Male","33","Year 5","No","Yes","No","No","No","","Cognitive Analytic Psychotherapy","Yes","Yes","No","Yes","No","No","No","","","Yes","Uncertain","Uncertain","No","Yes","","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Family and Marital Therapy, Interpersonal Therapy, Counselling, Gestalt Therapy, Group Psychotherapy, Therapeutic Community, Body-oriented Psychotherapy, Existential Psychotherapy, etc.","0","1","0","0","0","","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","I don't have it","State / 3rd party pays","I don't have it","Yes","0","Agree","Neutral","Neutral","","Yes","Yes","","Yes","Yes","","Yes","Yes","","","","","","","","","","",""
"32","","0","en","","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"33","2013-09-09 13:44:28","7","en","","Greece","Male","36","Year 3","No","Yes","No","No","No","","CBT, psychodynamic","Yes","Yes","Yes","Yes","No","No","No","","","Yes","No","Yes","No","No","","CBT, psychodynamic","1","2","0","0","0","","State / 3rd party pays","I pay","State / 3rd party pays","I don't have it","I don't have it","I don't have it","Yes","5","Agree","Disagree","Strongly Disagree","","Uncertain","Yes","Uncertain","Yes","Uncertain","Uncertain","Yes","Yes","Yes","No","Yes","Uncertain","Yes","Uncertain","Uncertain","Yes","Yes","Yes",""
"34","2013-09-09 14:44:22","7","en","","Greece","Female","36","I have recently finished training (within last 5 years)","Yes","No","Yes","No","No","","Psychosynamic psychotheyrapy","Yes","No","Yes","Yes","Yes","No","No","","It's important ,it realy healpful to understand my patients better ,the psychopathology etc.and I understand my reactions the way am thinking and acting.","Yes","No","Yes","No","No","","Psychodynamic psychotherapy , family therapy, cognitive therapy , counseling,","4","3","3","0","0","","I pay","State / 3rd party pays","State / 3rd party pays","I don't have it","State / 3rd party pays","I pay","Yes","60","Disagree","Neutral","Strongly Disagree","","No","No","No","Yes","Yes","Yes","Yes","No","No","Uncertain","Uncertain","Uncertain","Uncertain","","Uncertain","Uncertain","Uncertain","Uncertain",""
"35","2013-09-09 14:46:16","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=ztbgaq3my8f7xxg","Greece","Male","34","Year 3","No","No","No","Yes","No","","","Yes","Yes","No","Yes","No","No","No","","","Yes","No","No","No","No","","Therapeutic Community,Cognitive Behavioural Therapy","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","State / 3rd party pays","Yes","15","Strongly Disagree","Strongly Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"36","","3","en","","Greece","Female","36","Year 5","No","No","No","No","No","Around 50 hours overall discussing cases from the psychodynamic point of view","","Yes","Yes","Yes","No","No","No","No","Systemic Psychotherspy","","Yes","Uncertain","No","No","Unsure","","Counselling","","","4","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"37","","0","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=cn9diq5q8z5gyyk","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"38","2013-09-09 17:40:18","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=ikrd3g6tkipaxp8","Greece","Female","34","I have recently finished training (within last 5 years)","No","No","Yes","No","No","","Cognitive Behavioral Therapy","Yes","Yes","No","Yes","No","Yes","No","","","Uncertain","No","No","No","No","","Psychodynamic Psychotherapy, Group Psychotherapy","4","4","0","0","0","","I pay","I pay","I pay","I don't have it","State / 3rd party pays","I don't have it","Yes","12","Strongly Disagree","Strongly Agree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"39","2013-09-09 18:52:35","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=gjjkf2pzhqfzzeu","Greece","Female","35","Year 5","No","No","Yes","No","No","","Cognitive Behavioural Therapy, Family and Marital Therapy","Yes","Yes","No","Yes","Yes","No","No","","I find psychotherapy extremely essential,it has already helped me great in the way I am treating my patients.I believe that a good psychiatrist should undertake any kind of psychotherapy in order to help his/her patients.","Yes","No","Uncertain","Uncertain","Unsure","","Family and Marital Psychotherapy, Psychodynamic Psychotherapy.","0","8","0","0","0","","I pay","I don't have it","I pay","I don't have it","State / 3rd party pays","I don't have it","Yes","0","Disagree","Neutral","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"40","","0","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=xxjut7rdmq4icxy","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","3","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=xxjut7rdmq4icxy","Greece","Male","35","Year 3","Yes","No","No","Yes","No","","","Yes","Yes","Yes","No","Yes","No","No","Existential","","Yes","No","Yes","Yes","Yes","","Family-systemic, Cognitive Behavioural","6","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"42","","1","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=adxumbs46aasjxn","Greece","Male","40","Year 2","Yes","No","No","No","Yes","","Group Psychotherapy","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"43","2013-09-09 20:59:21","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=iuqtzr2wv3bicy2","Greece","Male","33","I have recently finished training (within last 5 years)","No","Yes","No","No","No","","Cognitive Behavioural Therapy
Psychodynamic Psychotherapy","Yes","Yes","Yes","Yes","No","No","No","","Psychiatry cannot be fully defined if psychotherapies are outruled. Moreover psychoanalysis  carry the very foundations of psychiatry. 
Psychodynamic oriented psychotherapies provide a way to a deeper understanding of our patients and their profound change regarding patterns of beliefs,emotions and relations. 
Cognitive therapies are better applicable and tolerated offering immediate therapeutic results.","Yes","Uncertain","Yes","No","No","","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Family and Marital Therapy, Group Psychotherapy, Counselling","0","6","4","0","0","","State / 3rd party pays","I don't have it","State / 3rd party pays","I don't have it","State / 3rd party pays","I don't have it","Yes","10","Agree","Disagree","Strongly Disagree","","","","","","","","","","","No","Uncertain","Yes","No","Uncertain","Uncertain","Yes","Uncertain","Yes",""
"45","","6","en","","Greece","Female","35","Year 4","Yes","No","Yes","No","No","","cognitive behavioral therapy","Yes","Yes","No","Yes","No","No","No","","","Yes","Uncertain","No","No","No","","none","0","5","0","0","1","","I pay","I don't have it","I pay","I don't have it","I don't have it","I don't have it","Yes","200","Strongly Disagree","Agree","Neutral","","","","","","","","","","","","","","","","","","","",""
"46","2013-09-10 05:57:15","7","en","","Greece","Female","42","I have recently finished training (within last 5 years)","No","Yes","No","No","No","","Psychodynamic psychotherapy, Cognititve behavioural therapy.","Yes","Yes","No","Yes","Yes","No","No","","I believe that it would be very helpful and should be obligatory for the trainees to receive personal psychotherapy during the training period. Since it is very expensive and many trainees cannot afford it, it should be in a symbolic price.","Yes","Uncertain","Yes","No","Unsure","","Psychodynamic psychotherapy, cognitive behavioural therapy, family systemic therapy","6","2","5","0","0","","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","I don't have it","State / 3rd party pays","I don't have it","Yes","1","Neutral","Disagree","Strongly Disagree","","Uncertain","Yes","Uncertain","Uncertain","Uncertain","Yes","Yes","Uncertain","Yes","Yes","Yes","Uncertain","Yes","Yes","Yes","Yes","No","Yes",""
"47","","2","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=jafdb28qi8b2scq","Greece","Female","39","Year 4","Yes","No","No","No","Yes","","Family  and Marital Therapy, Interpersonal Therapy, Group Psychotherapy","Yes","Yes","Yes","No","Yes","No","No","","Family Therapy is very important for me as a Childpsychiatris because i always have to work with parents also. A child can be seen only within the system that he lives in. Psychodynamic Psychotherapy is the basis of psychotherapy therefore i think a basic knowlege is essential.
I also think that a Psychiatrist or Childpsychiatris must have done psyhotherapie on his self.","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"48","2013-09-10 13:20:58","7","en","","Greece","Male","36","Year 3","No","No","Yes","No","No","","systemic psychotherapy","Yes","Yes","No","Yes","Yes","No","No","","","Yes","No","No","No","Yes","","none","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","25","Strongly Disagree","Neutral","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"49","","2","en","","Greece","Male","36","Year 2","No","No","No","Yes","No","","","I don't know","Yes","No","Yes","No","No","No","","The psychotherapy training in our country doesn't exist. You must pay private lessons lots of money. Our training in psychiatry is for laughing, and its so humiliating for us to wait so many year for our training. It's ironic to ask of us to complete this questionnaire from the moment that we have no jobb, no chance to feel that we are doctors and psychiatrists.","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"50","","0","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=himgt9pzzpx99ux","Greece","Female","45","Year 3","No","Yes","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"51","2013-09-10 17:47:01","7","en","","Greece","Female","35","Year 4","Yes","No","Yes","No","No","","cognitive behavioural therapy","Yes","Yes","No","Yes","No","Yes","No","","","No","No","No","No","No","","family and marital therapy","0","5","0","0","0","","I pay","I don't have it","I pay","I don't have it","I don't have it","I don't have it","Yes","10","Strongly Disagree","Agree","Agree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No",""
"52","2013-09-10 19:20:32","7","en","","Greece","Female","31","Year 2","No","No","Yes","No","No","","cognitive behavioural therapy","Yes","Yes","No","Yes","No","No","No","","","Yes","No","Yes","Yes","Yes","","gognitive behavioural therapy,psychodynamic psychotherapy","4","4","0","0","0","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","1500","Strongly Disagree","Strongly Agree","Agree","","Yes","Yes","Yes","Uncertain","Uncertain","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Uncertain","Uncertain","Yes","Yes","Yes","Yes",""
"53","","3","en","","Greece","Male","34","Year 5","No","Yes","Yes","No","No","","Psychodynamic Psychotherapy, Family Therapy, Cognitive therapy","Yes","Yes","Yes","No","Yes","No","No","","","Uncertain","Uncertain","Uncertain","No","Yes","","Psychodynamic Psychotherapy, Family and Marital Therapy","4","","8","0","0","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"54","2013-09-11 15:15:18","7","en","","Greece","Male","1969","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","No","Yes","No","No","","","No","No","No","No","Unsure","","Group Psychotherapy,","0","0","0","0","0","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","0","Strongly Disagree","Strongly Disagree","Agree","","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","","","","","","","","","",""
"55","2013-09-12 15:27:00","7","en","","Switzerland","Male","34","Year 3","Yes","Yes","No","No","No","","family and marital therapy","Yes","Yes","No","No","Yes","No","No","","","Yes","Uncertain","Yes","Yes","Unsure","","family and marital,cognitive behavioural,psychodynamic","4","2","4","0","4","external and not only internal of the institution","I pay","State / 3rd party pays","State / 3rd party pays","I don't have it","State / 3rd party pays","I pay","Yes","0","Neutral","Agree","Disagree","","Uncertain","Uncertain","Uncertain","Yes","Yes","Uncertain","Yes","Uncertain","Yes","No","Uncertain","Uncertain","Uncertain","Uncertain","Yes","Yes","Uncertain","Uncertain",""
"56","2013-09-12 20:24:59","7","en","","Greece","Female","29","Year 1","Yes","No","No","No","Yes","","synthetic model (systemic, family, group psychotherapy)","Yes","Yes","Yes","No","Yes","No","No","existential psychotherapy","In Greece the hospitals where you are trained to become a psychiatrist don't offer any substantial psychotherapeutic programs... Such programs are only offered by private foundations and the tuition fees are a lot...","No","No","No","No","Unsure","","None... However when individually a psychiatrist is also a trained psychotherapist, they can treat their patients in any model they like. However most of the psychiatrists in our hospital are not trained in psychotherapists.","0","2","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","15","Strongly Disagree","Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","In Greece by the term psychiatric training in public hospitals, we only mean pharmaceutical treatments and no psychotherapy. Most of our psychiatrists-supervisors are not trained in psychotherapy and you can only pay on your own in private institutions to get a psychotherapy training... Moreover if you want to treat your patients using psychotherapeutic technics you can do so on your free time extra from your usual psychiatric appointment and probono...:("
"57","","1","en","","Greece","Male","32","Year 1","No","No","No","Yes","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"58","2013-09-13 09:34:04","7","en","","Greece","Female","35","Year 6","Yes","Yes","Yes","No","No","","family and marital therapy 
psychodynamic psychotherapy","Yes","Yes","Yes","No","Yes","No","No","","","Uncertain","No","No","No","No","","psychodynamic psychotherapy, family therapy","0","1","0","0","0","","I pay","I pay","State / 3rd party pays","I don't have it","State / 3rd party pays","I pay","Yes","50","Disagree","Disagree","Strongly Disagree","","No","No","Uncertain","No","No","No","Yes","No","No","No","No","Uncertain","No","No","No","Yes","No","No",""
"59","2013-09-16 22:10:45","7","en","","United Kingdom","Female","28","Year 2","Yes","No","No","Yes","No","","","Yes","Yes","No","No","Yes","No","No","","I want to specialize in child and adolescence psychiatry","Uncertain","No","Yes","No","Unsure","","CAT","0","2","0","3","0","","I pay","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","0","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"60","2013-09-16 23:26:23","7","en","","Greece","Male","35","Year 5","No","No","Yes","No","No","","Cognitive Behavioural Therapy,Family and Marital Therapy","Yes","Yes","No","Yes","Yes","Yes","No","","","Uncertain","No","No","No","Unsure","","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Family and Marital Therapy,Counselling","0","0","4","0","0","","I pay","I don't have it","I pay","I don't have it","I don't have it","I pay","Yes","15","Agree","Agree","Neutral","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Yes","Yes","Uncertain",""
"62","2013-09-17 11:09:05","7","en","","Switzerland","Female","38","More than 8 years in training","Yes","No","No","No","No","I undertook training in the past","","I don't know","Yes","Yes","Yes","No","No","No","","I think psycotherapy training is important, though it is not necessary to be limited within the specialty.","Uncertain","Uncertain","Uncertain","Uncertain","No","","Psychodynamic Psychotherapy,Group Psychotherapy","0","4","0","0","0","","I pay","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","5","Disagree","Strongly Disagree","Strongly Disagree","","Yes","Uncertain","Uncertain","Uncertain","","Yes","Yes","","Yes","","","","","","","","","",""
"63","2013-09-17 13:36:52","7","en","","Greece","Female","36","Year 5","Yes","No","Yes","No","No","","Cognitive Behavioural Therapy","Yes","Yes","No","Yes","Yes","No","No","","","Yes","Uncertain","Yes","Uncertain","Unsure","","Cognitive Behavioural Therapy, Family and Marital Therapy,","4","0","0","0","0","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","10","Agree","Neutral","Neutral","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain",""
"64","2013-09-17 19:02:45","7","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=7hwiucvqp44q9sx","Greece","Male","34","Year 4","No","No","Yes","No","No","","Cognitive Analytic Therapy
Cognitive Behavioural Therapy","Yes","Yes","Yes","Yes","No","No","No","Cognitive Analytic Therapy","","Yes","No","Yes","Yes","Yes","","Psychodynamic Psychotherapy
Cognitive Behavioural Therapy","4","3","6","0","0","","I pay","I pay","I pay","I don't have it","I don't have it","I don't have it","Yes","30","Agree","Disagree","Strongly Disagree","","","","","","","","","","Yes","","","","","","","","","",""
"65","","0","en","http://psychinfo.org/limesurvey/index.php?lang=en&sid=99526&token=q8yfw8i8i2yygwe","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
