"id","Completed","Last page seen","Start language","Referrer URL","0000","0001","0002","0003","0004","0005 [S05A1]","0005 [S05A2]","0005 [S05A3]","0005 [S05A4]","0005 [other]","0006","0007","0008","0009 [SQ1]","0009 [SQ2]","0009 [SQ3]","0009 [SQ4]","0009 [Ax]","0009 [other]","0010","0011 [SQ001]","0011 [SQ002]","0011 [SQ003]","0011 [SQ004]","0012","0012 [other]","0013","0014 [SQ001]","0014 [SQ002]","0014 [SQ003]","0014 [SQ004]","0014 [SQ005]","0015","0016 [SQ001]","0016 [SQ002]","0016 [SQ003]","0016 [SQ004]","0016 [SQ005]","0016 [SQ006]","0017","0018","0019 [SQ001]","0019 [SQ002]","0019 [SQ003]","0020","0021 [SQ001]","0021 [SQ002]","0021 [SQ003]","0021 [SQ004]","0021 [SQ005]","0021 [SQ006]","0021 [SQ007]","0021 [SQ008]","0021 [SQ009]","0022 [SQ001]","0022 [SQ002]","0022 [SQ003]","0022 [SQ004]","0022 [SQ005]","0022 [SQ006]","0022 [SQ007]","0022 [SQ008]","0022 [SQ009]","0023"
"31","2013-09-11 19:31:03","7","en","","Spain","Male","31","Year 3","Yes","Yes","Yes","No","No","","pyschoanalysis, psychodynamic psychotherapy","Yes","Yes","Yes","No","No","Yes","No","","","Yes","No","Yes","Yes","Yes","","individual and groupal psychodynamic psychotherapy, constructivist psychotherapy","3","3","1","2","0","","State / 3rd party pays","I pay","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","I pay","Yes","20","Agree","Agree","Agree","","Yes","Yes","Yes","Yes","Uncertain","Yes","Yes","","Yes","Uncertain","Yes","No","Uncertain","Yes","Yes","No","No","Uncertain",""
"32","2013-09-12 07:25:13","7","en","","Spain","Male","31","I have recently finished training (within last 5 years)","Yes","Yes","No","No","No","","aqde","Yes","Yes","No","Yes","Yes","Yes","No","","","Yes","Yes","Yes","Yes","Yes","","qweqwe","3","2","5","4","5","","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","Yes","0","Disagree","Disagree","Disagree","","No","Uncertain","No","Yes","Yes","Yes","Yes","No","No","Uncertain","Yes","Yes","Yes","Uncertain","No","Yes","Uncertain","Uncertain",""
"33","2013-09-13 08:44:48","7","en","","Spain","Male","28","Year 3","No","No","Yes","No","No","","Integrative psychotherapy","Yes","Yes","No","No","Yes","No","No","","","Uncertain","No","No","No","No","","Cognitive Behavioural Therapy, Psychodynamic Psychotherapy","0","0","0","0","0","","State / 3rd party pays","I pay","I pay","I pay","I pay","I don't have it","Yes","15","Strongly Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"34","","0","en","","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"35","2013-09-15 18:57:31","7","en","","Spain","Female","30","Year 3","Yes","Yes","Yes","No","No","","Integrative psychotherapy, Brief Strategic Therapy","Yes","Yes","No","No","Yes","No","No","Clinical Hypnosis","","Yes","Yes","Yes","Uncertain","Unsure","","Group Psychotherapy, Family Therapy","0","0","4","0","0","","I pay","I don't have it","State / 3rd party pays","I don't have it","I don't have it","I pay","Yes","8","Disagree","Disagree","Disagree","","Yes","Uncertain","Uncertain","Yes","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Yes","Uncertain","Yes","Yes","No","No","Yes","Uncertain","Uncertain",""
"36","","0","en","","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"37","2013-09-16 21:08:05","7","en","","Spain","Female","34","Year 4","Yes","No","No","No","No","just magistral classes, no assessments of work with patients","","Yes","No","Yes","No","No","Yes","No","","I am interested but don't want to work as a therapist as I don't feel I am well trained for doing it","Yes","No","Uncertain","No","Yes","","Psychodynamic
CBT
Group therapy
systemic","0","0","4","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","0","Strongly Disagree","Neutral","Strongly Disagree","","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Uncertain","Yes","No","No","Training inside the hospital is not compulsory or not of the highest quality and is very difficult to have supervision for patients. Even though they are starting to organize it better, as a 4th year resident I couldn't benefit from the changes that are taking place just now. 
On the other hand a proper training is always offered through universities and is excellent, but is very expensive and sometimes is the reason we don't do it."
"38","2013-09-17 09:45:15","7","en","","Spain","Male","31","Year 2","No","No","No","Yes","No","","","Yes","Yes","No","No","No","No","No","Psicoterapia breve","","Yes","Yes","No","No","No","","Group Psychoterapy.","0","0","0","0","0","","I pay","I don't have it","I don't have it","I don't have it","State / 3rd party pays","State / 3rd party pays","Yes","0","Disagree","Agree","Disagree","","Uncertain","No","No","No","No","No","No","No","No","","","","","","","","","",""
"39","","0","en","","","N/A","","","N/A","No","No","No","No","","","","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"40","2013-09-17 18:27:05","7","en","","Spain","Male","30","Year 6","No","No","Yes","No","Yes","","In the past Psychodynamic Psychotherapy. In the future, Family and Marital Therapy.","Yes","Yes","Yes","No","Yes","No","No","","","Yes","Uncertain","Yes","No","Yes","","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Family and Marital Therapy, Interpersonal Therapy.
Group Psychotherapy, Therapeutic Community","4","2","2","3","2","By e mail","I pay","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","I pay","Yes","1200","Agree","Agree","Agree","","","","","","","","","","","","","","","","","","","",""
"41","2013-09-21 11:35:01","7","en","","Spain","Male","30","I have recently finished training (within last 5 years)","Yes","Yes","Yes","Yes","No","","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Family, Interpersonal Therapy, Counselling, GGroup Psychotherapy, Therapeutic Community, psychodrama","Yes","Yes","Yes","No","Yes","Yes","No","","I think any professional working in mental health should have a minimum training in psychotherapy, I particularly prefer a psychodinamic ground in which you can add any interest you have as I do with familiar therapy and group therapy. Usually I have found interesting combine it with a body-oriented therapy in order to release emotion that can be blocked.","Yes","No","Yes","No","Unsure","","Psychodinamic, Cognitive Behavioural Therapy and Group Psychotherapy","3","1","4","1","8","sharing difficult cases with workmates","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","State / 3rd party pays","I pay","Yes","5100","Agree","Agree","Disagree","","Yes","","","","","","","","","","","","","","","","","",""
"42","2013-09-21 13:58:39","7","en","","Spain","Male","29","I have recently finished training (within last 5 years)","No","No","No","No","Yes","","Integrative Psychotherapy","Yes","Yes","Yes","Yes","Yes","Yes","No","Narrative, Contextual, Existential...","","Yes","Yes","Yes","Uncertain","Yes","","Cognitive Behavioral Therapy
Psychodynamic Therapy
Group Therapy
Body-oriented","5","5","1","0","0","","I pay","State / 3rd party pays","I pay","I pay","State / 3rd party pays","I don't have it","Yes","0","Agree","Strongly Agree","Disagree","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","In Madrid, Spain, psychotherapy is only taken into account in several public hospitals, despite of the European Recommendations. Affortunately i could combine a really good-public-funded training with my own formation in Integrative Psychotherapy, which i paid on my own."
